time,value,n
2008-06-22,25.846153846153847,13
2008-06-23,32.5,12
2008-06-24,36.333333333333336,12
2008-06-25,19.416666666666668,12
2008-06-26,42.5,12
2008-06-27,18.5,12
2008-06-28,25.5,12
2008-06-29,20.666666666666668,12
2008-06-30,38.916666666666664,12
2008-07-01,23.166666666666668,12
2008-07-02,35.416666666666664,12
2008-07-03,46.75,12
2008-07-04,17.923076923076923,13
2008-07-05,19.384615384615383,13
2008-07-06,34.15384615384615,13
2008-07-07,37.5,12
2008-07-08,36.083333333333336,12
2008-07-09,13.333333333333334,12
2008-07-10,17.5,12
2008-07-11,45.416666666666664,12
2008-07-12,0,12
2008-07-13,34.916666666666664,12
2008-07-14,20.333333333333332,12
2008-07-15,20.166666666666668,12
2008-07-16,40.833333333333336,12
2008-07-17,18.5,12
2008-07-18,45.916666666666664,12
2008-07-19,5.384615384615385,13
2008-07-20,29.53846153846154,13
2008-07-21,38.69230769230769,13
2008-07-22,22.25,12
2008-07-23,20.75,12
2008-07-24,21.333333333333332,12
2008-07-25,19,12
2008-07-26,0,12
2008-07-27,38.25,12
2008-07-28,34.833333333333336,12
2008-07-29,18.916666666666668,12
2008-07-30,18.583333333333332,12
2008-07-31,27.083333333333332,12
2008-08-01,28.25,12
2008-08-02,30,12
2008-08-03,33.46153846153846,13
2008-08-04,46.38461538461539,13
2008-08-05,39.15384615384615,13
2008-08-06,39.25,12
2008-08-07,49.583333333333336,12
2008-08-08,20,12
2008-08-09,23.916666666666668,12
2008-08-10,23.833333333333332,12
2008-08-11,20.416666666666668,12
2008-08-12,26.25,12
2008-08-13,29.583333333333332,12
2008-08-14,0,12
2008-08-15,6,12
2008-08-16,19.416666666666668,12
2008-08-17,18.583333333333332,12
2008-08-18,37.69230769230769,13
2008-08-19,28.076923076923077,13
2008-08-20,12.615384615384615,13
2008-08-21,53.75,12
2008-08-22,31.916666666666668,12
2008-08-23,40.833333333333336,12
2008-08-24,5.666666666666667,12
2008-08-25,39.416666666666664,12
2008-08-26,30.75,12
2008-08-27,47,12
2008-08-28,47.25,12
2008-08-29,20.916666666666668,12
2008-08-30,50.666666666666664,12
2008-08-31,32.166666666666664,12
2008-09-01,33.166666666666664,12
2008-09-02,52.69230769230769,13
2008-09-03,33,13
2008-09-04,32.76923076923077,13
2008-09-05,30.076923076923077,13
2008-09-06,22.615384615384617,13
2008-09-07,8,12
2008-09-08,27.75,12
2008-09-09,27.333333333333332,12
2008-09-10,77.08333333333333,12
2008-09-11,35.583333333333336,12
2008-09-12,30.75,12
2008-09-13,4.916666666666667,12
2008-09-14,22.583333333333332,12
2008-09-15,38.416666666666664,12
2008-09-16,41.75,12
2008-09-17,28.76923076923077,13
2008-09-18,47.30769230769231,13
2008-09-19,14.846153846153847,13
2008-09-20,12.076923076923077,13
2008-09-21,32.46153846153846,13
2008-09-22,19.083333333333332,12
2008-09-23,15.75,12
2008-09-24,60,12
2008-09-25,55.083333333333336,12
2008-09-26,44.583333333333336,12
2008-09-27,0,12
2008-09-28,10.333333333333334,12
2008-09-29,43.083333333333336,12
2008-09-30,50.416666666666664,12
2008-10-01,58.583333333333336,12
2008-10-02,30.53846153846154,13
2008-10-03,46.38461538461539,13
2008-10-04,12.76923076923077,13
2008-10-05,7.153846153846154,13
2008-10-06,40.166666666666664,12
2008-10-07,35.166666666666664,12
2008-10-08,25.666666666666668,12
2008-10-09,23.25,12
2008-10-10,24.833333333333332,12
2008-10-11,22.5,12
2008-10-12,25.166666666666668,12
2008-10-13,20.666666666666668,12
2008-10-14,28.833333333333332,12
2008-10-15,41.916666666666664,12
2008-10-16,21.166666666666668,12
2008-10-17,5.615384615384615,13
2008-10-18,21.692307692307693,13
2008-10-19,15.76923076923077,13
2008-10-20,49.38461538461539,13
2008-10-21,32.166666666666664,12
2008-10-22,27.833333333333332,12
2008-10-23,48.666666666666664,12
2008-10-24,17.833333333333332,12
2008-10-25,13.583333333333334,12
2008-10-26,24.916666666666668,12
2008-10-27,31.166666666666668,12
2008-10-28,40.916666666666664,12
2008-10-29,21,12
2008-10-30,47.333333333333336,12
2008-10-31,22.416666666666668,12
2008-11-01,11.307692307692308,13
2008-11-02,17.23076923076923,13
2008-11-03,20.307692307692307,13
2008-11-04,16.153846153846153,13
2008-11-05,41.15384615384615,13
2008-11-06,38.833333333333336,12
2008-11-07,25.75,12
2008-11-08,9.166666666666666,12
2008-11-09,42.833333333333336,12
2008-11-10,31.5,12
2008-11-11,20.333333333333332,12
2008-11-12,47,12
2008-11-13,45.416666666666664,12
2008-11-14,22.666666666666668,12
2008-11-15,14.583333333333334,12
2008-11-16,50.30769230769231,13
2008-11-17,41.07692307692308,13
2008-11-18,32.92307692307692,13
2008-11-19,24.307692307692307,13
2008-11-20,26.076923076923077,13
2008-11-21,31.666666666666668,12
2008-11-22,18.333333333333332,12
2008-11-23,20.583333333333332,12
2008-11-24,24.083333333333332,12
2008-11-25,31.416666666666668,12
2008-11-26,43.583333333333336,12
2008-11-27,31.583333333333332,12
2008-11-28,12.833333333333334,12
2008-11-29,39.083333333333336,12
2008-11-30,44,12
2008-12-01,36.69230769230769,13
2008-12-02,41.92307692307692,13
2008-12-03,29.846153846153847,13
2008-12-04,21.23076923076923,13
2008-12-05,25.333333333333332,12
2008-12-06,55.75,12
2008-12-07,37.5,12
2008-12-08,46.833333333333336,12
2008-12-09,50.416666666666664,12
2008-12-10,28.416666666666668,12
2008-12-11,52.333333333333336,12
2008-12-12,44.166666666666664,12
2008-12-13,23.75,12
2008-12-14,21.583333333333332,12
2008-12-15,31.5,12
2008-12-16,44.46153846153846,13
2008-12-17,29.23076923076923,13
2008-12-18,29.46153846153846,13
2008-12-19,25.384615384615383,13
2008-12-20,12.833333333333334,12
2008-12-21,0,12
2008-12-22,17.166666666666668,12
2008-12-23,12.333333333333334,12
2008-12-24,25,12
2008-12-25,7.916666666666667,12
2008-12-26,19.25,12
2008-12-27,28,12
2008-12-28,25.25,12
2008-12-29,26.833333333333332,12
2008-12-30,30.666666666666668,12
2008-12-31,3.3846153846153846,13
2009-01-01,15.23076923076923,13
2009-01-02,30.615384615384617,13
2009-01-03,11.76923076923077,13
2009-01-04,41.38461538461539,13
2009-01-05,18.5,12
2009-01-06,25.916666666666668,12
2009-01-07,27.916666666666668,12
2009-01-08,57.916666666666664,12
2009-01-09,44.75,12
2009-01-10,29.75,12
2009-01-11,17.666666666666668,12
2009-01-12,41.416666666666664,12
2009-01-13,23,12
2009-01-14,37.583333333333336,12
2009-01-15,42.92307692307692,13
2009-01-16,32.92307692307692,13
2009-01-17,28.384615384615383,13
2009-01-18,29.53846153846154,13
2009-01-19,36.53846153846154,13
2009-01-20,46.25,12
2009-01-21,44.25,12
2009-01-22,31.916666666666668,12
2009-01-23,30.166666666666668,12
2009-01-24,0,12
2009-01-25,43.25,12
2009-01-26,33.416666666666664,12
2009-01-27,69.08333333333333,12
2009-01-28,46.166666666666664,12
2009-01-29,41,12
2009-01-30,39,13
2009-01-31,10.461538461538462,13
2009-02-01,29.384615384615383,13
2009-02-02,30.384615384615383,13
2009-02-03,26.23076923076923,13
2009-02-04,39.833333333333336,12
2009-02-05,43.333333333333336,12
2009-02-06,32.583333333333336,12
2009-02-07,0,12
2009-02-08,24.916666666666668,12
2009-02-09,40.25,12
2009-02-10,49.75,12
2009-02-11,33.166666666666664,12
2009-02-12,27.25,12
2009-02-13,35.5,12
2009-02-14,11.461538461538462,13
2009-02-15,32.38461538461539,13
2009-02-16,42.84615384615385,13
2009-02-17,53.38461538461539,13
2009-02-18,32.15384615384615,13
2009-02-19,38.083333333333336,12
2009-02-20,39.5,12
2009-02-21,36.916666666666664,12
2009-02-22,17.333333333333332,12
2009-02-23,28.916666666666668,12
2009-02-24,26.083333333333332,12
2009-02-25,52.083333333333336,12
2009-02-26,58.25,12
2009-02-27,21.833333333333332,12
2009-02-28,38.916666666666664,12
2009-03-01,33.46153846153846,13
2009-03-02,44.92307692307692,13
2009-03-03,23.166666666666668,12
2009-03-04,48,12
2009-03-05,46.916666666666664,12
2009-03-06,18.583333333333332,12
2009-03-07,15.583333333333334,12
2009-03-08,25.583333333333332,12
2009-03-09,42.083333333333336,12
2009-03-10,38.583333333333336,12
2009-03-11,39.916666666666664,12
2009-03-12,45.416666666666664,12
2009-03-13,12.75,12
2009-03-14,34.666666666666664,12
2009-03-15,53.5,12
2009-03-16,21.153846153846153,13
2009-03-17,25.076923076923077,13
2009-03-18,40,12
2009-03-19,53.833333333333336,12
2009-03-20,31.166666666666668,12
2009-03-21,32.583333333333336,12
2009-03-22,11.083333333333334,12
2009-03-23,55.833333333333336,12
2009-03-24,69,12
2009-03-25,22.416666666666668,12
2009-03-26,24.833333333333332,12
2009-03-27,23.083333333333332,12
2009-03-28,24,12
2009-03-29,18,12
2009-03-30,46.583333333333336,12
2009-03-31,76.92307692307692,13
2009-04-01,38.92307692307692,13
2009-04-02,40.92307692307692,13
2009-04-03,26.666666666666668,12
2009-04-04,35.5,12
2009-04-05,39.5,12
2009-04-06,17.833333333333332,12
2009-04-07,25.916666666666668,12
2009-04-08,26.333333333333332,12
2009-04-09,32.333333333333336,12
2009-04-10,15.25,12
2009-04-11,35.333333333333336,12
2009-04-12,8.166666666666666,12
2009-04-13,48.666666666666664,12
2009-04-14,27.833333333333332,12
2009-04-15,19.153846153846153,13
2009-04-16,14.384615384615385,13
2009-04-17,32.07692307692308,13
2009-04-18,2.5833333333333335,12
2009-04-19,16.083333333333332,12
2009-04-20,45.25,12
2009-04-21,54,12
2009-04-22,58.666666666666664,12
2009-04-23,34.166666666666664,12
2009-04-24,22.916666666666668,12
2009-04-25,20.416666666666668,12
2009-04-26,27.333333333333332,12
2009-04-27,51.333333333333336,12
2009-04-28,27.666666666666668,12
2009-04-29,19.333333333333332,12
2009-04-30,29.923076923076923,13
2009-05-01,26.846153846153847,13
2009-05-02,18.833333333333332,12
2009-05-03,32.916666666666664,12
2009-05-04,55.666666666666664,12
2009-05-05,37.333333333333336,12
2009-05-06,39.5,12
2009-05-07,49.25,12
2009-05-08,22.333333333333332,12
2009-05-09,0,12
2009-05-10,35.25,12
2009-05-11,49.833333333333336,12
2009-05-12,32.166666666666664,12
2009-05-13,26.583333333333332,12
2009-05-14,17.75,12
2009-05-15,25.76923076923077,13
2009-05-16,25.307692307692307,13
2009-05-17,10.833333333333334,12
2009-05-18,14.166666666666666,12
2009-05-19,41.75,12
2009-05-20,57.75,12
2009-05-21,7.666666666666667,12
2009-05-22,28.416666666666668,12
2009-05-23,26.75,12
2009-05-24,55.416666666666664,12
2009-05-25,21.666666666666668,12
2009-05-26,26.916666666666668,12
2009-05-27,32.583333333333336,12
2009-05-28,45.083333333333336,12
2009-05-29,49.25,12
2009-05-30,2.6923076923076925,13
2009-05-31,2.3076923076923075,13
2009-06-01,21.23076923076923,13
2009-06-02,58.166666666666664,12
2009-06-03,22.25,12
2009-06-04,34.583333333333336,12
2009-06-05,42,12
2009-06-06,0,12
2009-06-07,35.166666666666664,12
2009-06-08,48,12
2009-06-09,14.25,12
2009-06-10,45.583333333333336,12
2009-06-11,15.5,12
2009-06-12,31.583333333333332,12
2009-06-13,37.5,12
2009-06-14,23.76923076923077,13
2009-06-15,48.84615384615385,13
2009-06-16,20.23076923076923,13
2009-06-17,15.416666666666666,12
2009-06-18,23.666666666666668,12
2009-06-19,16.166666666666668,12
2009-06-20,20.833333333333332,12
2009-06-21,32.333333333333336,12
2009-06-22,34.833333333333336,12
2009-06-23,26,12
2009-06-24,69,12
2009-06-25,55.583333333333336,12
2009-06-26,17.666666666666668,12
2009-06-27,38.833333333333336,12
2009-06-28,37.166666666666664,12
2009-06-29,49.69230769230769,13
2009-06-30,44.38461538461539,13
2009-07-01,31.384615384615383,13
2009-07-02,30.916666666666668,12
2009-07-03,42.25,12
2009-07-04,35.416666666666664,12
2009-07-05,42.833333333333336,12
2009-07-06,50.75,12
2009-07-07,33.416666666666664,12
2009-07-08,34.583333333333336,12
2009-07-09,30.083333333333332,12
2009-07-10,19.5,12
2009-07-11,21.916666666666668,12
2009-07-12,48.416666666666664,12
2009-07-13,27.083333333333332,12
2009-07-14,45.23076923076923,13
2009-07-15,40.46153846153846,13
2009-07-16,32.25,12
2009-07-17,25.916666666666668,12
2009-07-18,29.333333333333332,12
2009-07-19,9.083333333333334,12
2009-07-20,21.833333333333332,12
2009-07-21,63.25,12
2009-07-22,51.166666666666664,12
2009-07-23,15.583333333333334,12
2009-07-24,42.416666666666664,12
2009-07-25,20.5,12
2009-07-26,27.666666666666668,12
2009-07-27,31.083333333333332,12
2009-07-28,41.083333333333336,12
2009-07-29,25.46153846153846,13
2009-07-30,43.15384615384615,13
2009-07-31,33.333333333333336,12
2009-08-01,25.666666666666668,12
2009-08-02,40.333333333333336,12
2009-08-03,66.66666666666667,12
2009-08-04,28.666666666666668,12
2009-08-05,36.666666666666664,12
2009-08-06,30.083333333333332,12
2009-08-07,30.083333333333332,12
2009-08-08,19.25,12
2009-08-09,44.083333333333336,12
2009-08-10,32.833333333333336,12
2009-08-11,52,12
2009-08-12,22.5,12
2009-08-13,13.846153846153847,13
2009-08-14,21.615384615384617,13
2009-08-15,10.25,12
2009-08-16,26.75,12
2009-08-17,58.916666666666664,12
2009-08-18,33,12
2009-08-19,41.833333333333336,12
2009-08-20,61,12
2009-08-21,27.416666666666668,12
2009-08-22,2.9166666666666665,12
2009-08-23,27.75,12
2009-08-24,29.666666666666668,12
2009-08-25,33.416666666666664,12
2009-08-26,66.75,12
2009-08-27,32.166666666666664,12
2009-08-28,40.30769230769231,13
2009-08-29,23.46153846153846,13
2009-08-30,27.53846153846154,13
2009-08-31,49.07692307692308,13
2009-09-01,24.153846153846153,13
2009-09-02,53.5,12
2009-09-03,39.5,12
2009-09-04,29.833333333333332,12
2009-09-05,44.333333333333336,12
2009-09-06,20.583333333333332,12
2009-09-07,34.583333333333336,12
2009-09-08,33.416666666666664,12
2009-09-09,35.833333333333336,12
2009-09-10,40.25,12
2009-09-11,36.166666666666664,12
2009-09-12,10.76923076923077,13
2009-09-13,54.76923076923077,13
2009-09-14,37.23076923076923,13
2009-09-15,57.53846153846154,13
2009-09-16,43.46153846153846,13
2009-09-17,27.25,12
2009-09-18,27.833333333333332,12
2009-09-19,11.333333333333334,12
2009-09-20,27.666666666666668,12
2009-09-21,30.25,12
2009-09-22,16.416666666666668,12
2009-09-23,36.416666666666664,12
2009-09-24,25.083333333333332,12
2009-09-25,29.083333333333332,12
2009-09-26,42.75,12
2009-09-27,27.076923076923077,13
2009-09-28,35,13
2009-09-29,29,13
2009-09-30,57.69230769230769,13
2009-10-01,36.84615384615385,13
2009-10-02,19.666666666666668,12
2009-10-03,20.75,12
2009-10-04,11.166666666666666,12
2009-10-05,32.25,12
2009-10-06,32.5,12
2009-10-07,28.75,12
2009-10-08,17.5,12
2009-10-09,21.25,12
2009-10-10,18.916666666666668,12
2009-10-11,40.5,12
2009-10-12,28.307692307692307,13
2009-10-13,38.53846153846154,13
2009-10-14,42.23076923076923,13
2009-10-15,36.23076923076923,13
2009-10-16,21.5,12
2009-10-17,17.583333333333332,12
2009-10-18,16.25,12
2009-10-19,35.083333333333336,12
2009-10-20,49.5,12
2009-10-21,34.666666666666664,12
2009-10-22,48.25,12
2009-10-23,21.416666666666668,12
2009-10-24,27.166666666666668,12
2009-10-25,31.916666666666668,12
2009-10-26,57,12
2009-10-27,37.38461538461539,13
2009-10-28,16.76923076923077,13
2009-10-29,51.84615384615385,13
2009-10-30,50,13
2009-10-31,50.5,12
2009-11-01,38.083333333333336,12
2009-11-02,52.583333333333336,12
2009-11-03,48.416666666666664,12
2009-11-04,48.583333333333336,12
2009-11-05,37.5,12
2009-11-06,24.333333333333332,12
2009-11-07,44,12
2009-11-08,33.25,12
2009-11-09,32.416666666666664,12
2009-11-10,50.083333333333336,12
2009-11-11,29.076923076923077,13
2009-11-12,37.53846153846154,13
2009-11-13,40.84615384615385,13
2009-11-14,12.461538461538462,13
2009-11-15,65.6923076923077,13
2009-11-16,38.916666666666664,12
2009-11-17,28,12
2009-11-18,29.5,12
2009-11-19,26,12
2009-11-20,39.5,12
2009-11-21,30.666666666666668,12
2009-11-22,19.083333333333332,12
2009-11-23,38.416666666666664,12
2009-11-24,32.166666666666664,12
2009-11-25,25.666666666666668,12
2009-11-26,34.07692307692308,13
2009-11-27,29.307692307692307,13
2009-11-28,35.46153846153846,13
2009-11-29,31.692307692307693,13
2009-11-30,34.84615384615385,13
2009-12-01,57.25,12
2009-12-02,65.66666666666667,12
2009-12-03,24.916666666666668,12
2009-12-04,37.75,12
2009-12-05,21,12
2009-12-06,25.333333333333332,12
2009-12-07,37.25,12
2009-12-08,49.166666666666664,12
2009-12-09,49.166666666666664,12
2009-12-10,37,12
2009-12-11,28.307692307692307,13
2009-12-12,29.384615384615383,13
2009-12-13,31.23076923076923,13
2009-12-14,35.38461538461539,13
2009-12-15,25.083333333333332,12
2009-12-16,50.916666666666664,12
2009-12-17,48,12
2009-12-18,23.75,12
2009-12-19,29.25,12
2009-12-20,18.833333333333332,12
2009-12-21,11.75,12
2009-12-22,28.666666666666668,12
2009-12-23,9.75,12
2009-12-24,9.5,12
2009-12-25,14,12
2009-12-26,7.6923076923076925,13
2009-12-27,11.384615384615385,13
2009-12-28,20.46153846153846,13
2009-12-29,45.15384615384615,13
2009-12-30,26.333333333333332,12
2009-12-31,6,12
2010-01-01,4.416666666666667,12
2010-01-02,11.25,12
2010-01-03,46.75,12
2010-01-04,46.416666666666664,12
2010-01-05,34.5,12
2010-01-06,27.583333333333332,12
2010-01-07,35.083333333333336,12
2010-01-08,25.5,12
2010-01-09,5.75,12
2010-01-10,29.46153846153846,13
2010-01-11,60.23076923076923,13
2010-01-12,51.53846153846154,13
2010-01-13,51.76923076923077,13
2010-01-14,54.30769230769231,13
2010-01-15,46.916666666666664,12
2010-01-16,29.833333333333332,12
2010-01-17,30.75,12
2010-01-18,45.75,12
2010-01-19,60.416666666666664,12
2010-01-20,26.833333333333332,12
2010-01-21,44.75,12
2010-01-22,36.75,12
2010-01-23,3.4166666666666665,12
2010-01-24,10.083333333333334,12
2010-01-25,44,13
2010-01-26,48.92307692307692,13
2010-01-27,45,13
2010-01-28,48.53846153846154,13
2010-01-29,16.846153846153847,13
2010-01-30,26.083333333333332,12
2010-01-31,35.583333333333336,12
2010-02-01,28.666666666666668,12
2010-02-02,54.416666666666664,12
2010-02-03,45.166666666666664,12
2010-02-04,41.833333333333336,12
2010-02-05,27.25,12
2010-02-06,20.833333333333332,12
2010-02-07,23.25,12
2010-02-08,33.333333333333336,12
2010-02-09,80,13
2010-02-10,28.23076923076923,13
2010-02-11,47,13
2010-02-12,34.53846153846154,13
2010-02-13,36.69230769230769,13
2010-02-14,13.166666666666666,12
2010-02-15,35.5,12
2010-02-16,55.5,12
2010-02-17,17.666666666666668,12
2010-02-18,59.833333333333336,12
2010-02-19,66.16666666666667,12
2010-02-20,4.333333333333333,12
2010-02-21,49.333333333333336,12
2010-02-22,54,12
2010-02-23,56.416666666666664,12
2010-02-24,32.07692307692308,13
2010-02-25,61.61538461538461,13
2010-02-26,41.61538461538461,13
2010-02-27,32.38461538461539,13
2010-02-28,47,13
2010-03-01,41.75,12
2010-03-02,50.916666666666664,12
2010-03-03,28.25,12
2010-03-04,17.083333333333332,12
2010-03-05,51.833333333333336,12
2010-03-06,23.166666666666668,12
2010-03-07,24.583333333333332,12
2010-03-08,58,12
2010-03-09,29.5,12
2010-03-10,30.916666666666668,12
2010-03-11,29.76923076923077,13
2010-03-12,49,13
2010-03-13,14.166666666666666,12
2010-03-14,17.083333333333332,12
2010-03-15,26.916666666666668,12
2010-03-16,42.416666666666664,12
2010-03-17,43.25,12
2010-03-18,52.333333333333336,12
2010-03-19,45.25,12
2010-03-20,20.666666666666668,12
2010-03-21,40.75,12
2010-03-22,28.583333333333332,12
2010-03-23,35.916666666666664,12
2010-03-24,54.083333333333336,12
2010-03-25,63.166666666666664,12
2010-03-26,36.30769230769231,13
2010-03-27,16.153846153846153,13
2010-03-28,47.833333333333336,12
2010-03-29,35.5,12
2010-03-30,50.083333333333336,12
2010-03-31,48.166666666666664,12
2010-04-01,41.833333333333336,12
2010-04-02,53.833333333333336,12
2010-04-03,6.833333333333333,12
2010-04-04,33.833333333333336,12
2010-04-05,28.833333333333332,12
2010-04-06,26.083333333333332,12
2010-04-07,19.583333333333332,12
2010-04-08,11.666666666666666,12
2010-04-09,30.666666666666668,12
2010-04-10,41.84615384615385,13
2010-04-11,16.23076923076923,13
2010-04-12,43.15384615384615,13
2010-04-13,34.666666666666664,12
2010-04-14,40.5,12
2010-04-15,31.916666666666668,12
2010-04-16,22.666666666666668,12
2010-04-17,36.916666666666664,12
2010-04-18,28.166666666666668,12
2010-04-19,36.083333333333336,12
2010-04-20,64,12
2010-04-21,44.666666666666664,12
2010-04-22,52.333333333333336,12
2010-04-23,24.25,12
2010-04-24,39.666666666666664,12
2010-04-25,38.61538461538461,13
2010-04-26,62.30769230769231,13
2010-04-27,31.846153846153847,13
2010-04-28,17.5,12
2010-04-29,11.5,12
2010-04-30,24.083333333333332,12
2010-05-01,13.416666666666666,12
2010-05-02,12.416666666666666,12
2010-05-03,47,12
2010-05-04,39,12
2010-05-05,31.75,12
2010-05-06,26.5,12
2010-05-07,35,12
2010-05-08,31.416666666666668,12
2010-05-09,23.75,12
2010-05-10,37.61538461538461,13
2010-05-11,47.46153846153846,13
2010-05-12,23.583333333333332,12
2010-05-13,0,12
2010-05-14,27.083333333333332,12
2010-05-15,26,12
2010-05-16,39,12
2010-05-17,39.416666666666664,12
2010-05-18,32.333333333333336,12
2010-05-19,30.916666666666668,12
2010-05-20,24.75,12
2010-05-21,21.75,12
2010-05-22,31.5,12
2010-05-23,24.25,12
2010-05-24,43.083333333333336,12
2010-05-25,47.76923076923077,13
2010-05-26,57,13
2010-05-27,44.416666666666664,12
2010-05-28,37,12
2010-05-29,35.916666666666664,12
2010-05-30,31.75,12
2010-05-31,36.416666666666664,12
2010-06-01,44.083333333333336,12
2010-06-02,28.25,12
2010-06-03,20.416666666666668,12
2010-06-04,19.583333333333332,12
2010-06-05,27.5,12
2010-06-06,43.833333333333336,12
2010-06-07,35.916666666666664,12
2010-06-08,37.333333333333336,12
2010-06-09,28.692307692307693,13
2010-06-10,17.153846153846153,13
2010-06-11,25.76923076923077,13
2010-06-12,17,12
2010-06-13,51,12
2010-06-14,65.33333333333333,12
2010-06-15,33.25,12
2010-06-16,19.666666666666668,12
2010-06-17,24.166666666666668,12
2010-06-18,29.25,12
2010-06-19,19.25,12
2010-06-20,25.916666666666668,12
2010-06-21,84.33333333333333,12
2010-06-22,38.583333333333336,12
2010-06-23,36.833333333333336,12
2010-06-24,31,13
2010-06-25,30.615384615384617,13
2010-06-26,14.23076923076923,13
2010-06-27,57.666666666666664,12
2010-06-28,38.916666666666664,12
2010-06-29,30.583333333333332,12
2010-06-30,61.75,12
2010-07-01,25.25,12
2010-07-02,22.25,12
2010-07-03,14.5,12
2010-07-04,22.25,12
2010-07-05,61.333333333333336,12
2010-07-06,41.5,12
2010-07-07,48.083333333333336,12
2010-07-08,46.583333333333336,12
2010-07-09,31.76923076923077,13
2010-07-10,31.153846153846153,13
2010-07-11,21.166666666666668,12
2010-07-12,39.5,12
2010-07-13,25.416666666666668,12
2010-07-14,45.083333333333336,12
2010-07-15,57.583333333333336,12
2010-07-16,32.166666666666664,12
2010-07-17,13.666666666666666,12
2010-07-18,22.25,12
2010-07-19,29.75,12
2010-07-20,37.416666666666664,12
2010-07-21,46.75,12
2010-07-22,28.333333333333332,12
2010-07-23,22,12
2010-07-24,28.384615384615383,13
2010-07-25,37.23076923076923,13
2010-07-26,34.25,12
2010-07-27,56.25,12
2010-07-28,24.833333333333332,12
2010-07-29,46.583333333333336,12
2010-07-30,21.416666666666668,12
2010-07-31,7.5,12
2010-08-01,10.083333333333334,12
2010-08-02,60.666666666666664,12
2010-08-03,29,12
2010-08-04,34.083333333333336,12
2010-08-05,47.75,12
2010-08-06,33.416666666666664,12
2010-08-07,15.666666666666666,12
2010-08-08,24.46153846153846,13
2010-08-09,38.84615384615385,13
2010-08-10,20,12
2010-08-11,28.083333333333332,12
2010-08-12,32.25,12
2010-08-13,26.916666666666668,12
2010-08-14,18.083333333333332,12
2010-08-15,55.666666666666664,12
2010-08-16,44,12
2010-08-17,38,12
2010-08-18,34.083333333333336,12
2010-08-19,43.166666666666664,12
2010-08-20,35.25,12
2010-08-21,41.333333333333336,12
2010-08-22,40.75,12
2010-08-23,26.53846153846154,13
2010-08-24,50.69230769230769,13
2010-08-25,10.75,12
2010-08-26,32.5,12
2010-08-27,23.833333333333332,12
2010-08-28,14.083333333333334,12
2010-08-29,34.083333333333336,12
2010-08-30,34.75,12
2010-08-31,54.916666666666664,12
2010-09-01,26.5,12
2010-09-02,28.416666666666668,12
2010-09-03,29.166666666666668,12
2010-09-04,29,12
2010-09-05,20.166666666666668,12
2010-09-06,22.333333333333332,12
2010-09-07,51.30769230769231,13
2010-09-08,56.61538461538461,13
2010-09-09,20.46153846153846,13
2010-09-10,24.692307692307693,13
2010-09-11,25.153846153846153,13
2010-09-12,32.916666666666664,12
2010-09-13,33.583333333333336,12
2010-09-14,22.833333333333332,12
2010-09-15,35.916666666666664,12
2010-09-16,46.75,12
2010-09-17,10.5,12
2010-09-18,33.666666666666664,12
2010-09-19,49.166666666666664,12
2010-09-20,34.75,12
2010-09-21,31,12
2010-09-22,27.46153846153846,13
2010-09-23,34.92307692307692,13
2010-09-24,19.692307692307693,13
2010-09-25,13.923076923076923,13
2010-09-26,30.307692307692307,13
2010-09-27,62.833333333333336,12
2010-09-28,35.833333333333336,12
2010-09-29,28.916666666666668,12
2010-09-30,51.333333333333336,12
2010-10-01,44.666666666666664,12
2010-10-02,14.083333333333334,12
2010-10-03,53.25,12
2010-10-04,39.583333333333336,12
2010-10-05,50.75,12
2010-10-06,38.333333333333336,12
2010-10-07,23.76923076923077,13
2010-10-08,36.76923076923077,13
2010-10-09,15.846153846153847,13
2010-10-10,7.769230769230769,13
2010-10-11,21.083333333333332,12
2010-10-12,38.25,12
2010-10-13,13.833333333333334,12
2010-10-14,37.916666666666664,12
2010-10-15,27.25,12
2010-10-16,20.416666666666668,12
2010-10-17,12.416666666666666,12
2010-10-18,27.583333333333332,12
2010-10-19,24.166666666666668,12
2010-10-20,17.333333333333332,12
2010-10-21,42.75,12
2010-10-22,25.53846153846154,13
2010-10-23,25.23076923076923,13
2010-10-24,11.538461538461538,13
2010-10-25,30.307692307692307,13
2010-10-26,36.5,12
2010-10-27,51.916666666666664,12
2010-10-28,53.083333333333336,12
2010-10-29,22.083333333333332,12
2010-10-30,8.916666666666666,12
2010-10-31,8.5,12
2010-11-01,23.416666666666668,12
2010-11-02,17.75,12
2010-11-03,46.666666666666664,12
2010-11-04,21.916666666666668,12
2010-11-05,21.083333333333332,12
2010-11-06,12.76923076923077,13
2010-11-07,26.384615384615383,13
2010-11-08,8.923076923076923,13
2010-11-09,42.46153846153846,13
2010-11-10,37.61538461538461,13
2010-11-11,36.166666666666664,12
2010-11-12,15.583333333333334,12
2010-11-13,4.333333333333333,12
2010-11-14,38.333333333333336,12
2010-11-15,46.333333333333336,12
2010-11-16,70.66666666666667,12
2010-11-17,17.5,12
2010-11-18,17.25,12
2010-11-19,28.5,12
2010-11-20,24,12
2010-11-21,27.846153846153847,13
2010-11-22,36.69230769230769,13
2010-11-23,32.46153846153846,13
2010-11-24,27.76923076923077,13
2010-11-25,25.846153846153847,13
2010-11-26,20.416666666666668,12
2010-11-27,13.166666666666666,12
2010-11-28,29.916666666666668,12
2010-11-29,38.416666666666664,12
